Model,Release Date,Release Year,Model ID,Company_ID,Model,Release Date,Company,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),PixArea(px2),Width (mm),Length (mm),Area(mm2),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Typhoon MyGuide M500,1/02/2005,2005,530,61,Typhoon MyGuide M500,38384,Audiovox,0.031220435,0.001047635,0.149612223,0.079136691,0.056910569,0.142857143,0.008130081,0.147885402,0.256967213,0.0380017,0.101988454,0.022503908,0.023706897,0.244068652
Dopod 699 (HTC Alpine),1/03/2005,2005,531,61,Dopod 699 (HTC Alpine),38412,Audiovox,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.172987722,0.329918033,0.057071769,0.088518281,0.029120185,0.028017241,0.17617365
Qtek S100 (HTC Magician),1/04/2005,2005,543,61,Qtek S100 (HTC Magician),38443,Audiovox,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.076972418,0.014838447,0.020474138,0.245078243
Qtek 2020i (HTC Alpine),1/05/2005,2005,549,61,Qtek 2020i (HTC Alpine),38473,Audiovox,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.172987722,0.329918033,0.057071769,0.088518281,0.029120185,0.028017241,0.17617365
CyberBank POZ B300,1/06/2005,2005,557,61,CyberBank POZ B300,38504,Audiovox,0.031220435,0.001047635,0.259662406,0.057553957,0.056910569,0.142857143,0.008130081,0.12414734,0.298360656,0.037040682,0.121231559,0.025737105,0.029956897,0.17617365
Dopod 828+ (HTC Magician Refresh),1/06/2005,2005,560,61,Dopod 828+ (HTC Magician Refresh),38504,Audiovox,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.24057377,0.033936327,0.076972418,0.014859859,0.020474138,0.245078243
Dopod 566 / 586 (HTC Hurricane),1/08/2005,2006,574,61,Dopod 566 / 586 (HTC Hurricane),38565,Audiovox,0.031220435,0.001047635,0.109593975,0.035971223,0.056910569,0.142857143,0.008130081,0.107776262,0.245901639,0.026502359,0.08274535,0.010962893,0.01012931,0.337708228
Krome Spy (HTC Magician Refresh),1/08/2005,2006,581,61,Krome Spy (HTC Magician Refresh),38565,Audiovox,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.242622951,0.034092993,0.076972418,0.014881271,0.020474138,0.245078243
Mobile Crossing WayPoint 100,1/08/2005,2006,582,61,Mobile Crossing WayPoint 100,38565,Audiovox,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.19781719,0.352459016,0.069722452,0.063502245,0.027086054,0.023706897,0.17617365
Mobile Crossing WayPoint 200,1/08/2005,2006,583,61,Mobile Crossing WayPoint 200,38565,Audiovox,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.19781719,0.352459016,0.069722452,0.063502245,0.027086054,0.023706897,0.17617365
Qtek S110 (HTC Magician),1/08/2005,2006,586,61,Qtek S110 (HTC Magician),38565,Audiovox,0.062471389,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.24057377,0.033936327,0.076972418,0.014859859,0.020474138,0.245078243
Qtek 8200 (HTC Hurricane),1/09/2005,2006,594,61,Qtek 8200 (HTC Hurricane),38596,Audiovox,0.031220435,0.001047635,0.109593975,0.035971223,0.056910569,0.142857143,0.008130081,0.107776262,0.241803279,0.026060654,0.073123797,0.009164294,0.01012931,0.350832913
Dopod 900 (HTC Universal),1/10/2005,2006,600,61,Dopod 900 (HTC Universal),38626,Audiovox,0.031220435,0.002096294,0.259662406,0.136690647,0.219512195,0.222222222,0.048780488,0.203274216,0.322540984,0.065564266,0.121231559,0.045928527,0.048491379,0.448510853
CyberBank POZ X501,1/11/2005,2006,627,61,CyberBank POZ X501,38657,Audiovox,0.031220435,0.000523305,0.199635034,0.057553957,0.056910569,0.142857143,0.008130081,0.12414734,0.260245902,0.032308836,0.131494548,0.029998073,0.029956897,0.225391217
Dopod 577W (HTC Tornado Noble),1/11/2005,2006,629,61,Dopod 577W (HTC Tornado Noble),38657,Audiovox,0.031220435,0.001047635,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239754098,0.025970635,0.073123797,0.009164294,0.009913793,0.337708228
Dopod 586W (HTC Tornado Tempo),1/11/2005,2006,630,61,Dopod 586W (HTC Tornado Tempo),38657,Audiovox,0.031220435,0.001047635,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239918033,0.025988393,0.073123797,0.009164294,0.010021552,0.337708228
Krome Mega M900i,1/11/2005,2006,633,61,Krome Mega M900i,38657,Audiovox,0.015594958,0.001047635,0.083582113,0.035971223,0.030894309,0.093253968,0.002881017,0.112414734,0.245901639,0.027642967,0.074406671,0.0102563,0.008189655,0.210499748
Qtek 8300 (HTC Tornado Tempo),1/11/2005,2006,640,61,Qtek 8300 (HTC Tornado Tempo),38657,Audiovox,0.031220435,0.001047635,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239918033,0.025988393,0.073123797,0.009164294,0.010021552,0.337708228
Qtek 8310 (HTC Tornado Noble),1/11/2005,2006,641,61,Qtek 8310 (HTC Tornado Noble),38657,Audiovox,0.031220435,0.001047635,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239754098,0.025970635,0.073123797,0.009164294,0.009913793,0.337708228
Qtek 9000 (HTC Universal),1/11/2005,2006,642,61,Qtek 9000 (HTC Universal),38657,Audiovox,0.031220435,0.002096294,0.259662406,0.136690647,0.219512195,0.222222222,0.048780488,0.203274216,0.322540984,0.065564266,0.121231559,0.045928527,0.048491379,0.448510853
Qtek 9100 (HTC Wizard 200),1/11/2005,2006,643,61,Qtek 9100 (HTC Wizard 200),38657,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023491379,0.254164563
Dopod 830 / 818 Pro (HTC Prophet),1/12/2005,2006,651,61,Dopod 830 / 818 Pro (HTC Prophet),38687,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.144065484,0.245081967,0.035307852,0.078896729,0.015973278,0.018965517,0.244068652
Dopod P100 (HTC Galaxy 100),1/12/2005,2006,652,61,Dopod P100 (HTC Galaxy 100),38687,Audiovox,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.008130081,0.144338336,0.248770492,0.035907119,0.073765234,0.015116802,0.014224138,0.244068652
Qtek G100 (HTC Galaxy 100),1/12/2005,2006,660,61,Qtek G100 (HTC Galaxy 100),38687,Audiovox,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.008130081,0.144338336,0.248770492,0.035907119,0.073765234,0.015116802,0.014224138,0.244068652
Audiovox XV6700 (HTC Apache),1/01/2006,2006,665,61,Audiovox XV6700 (HTC Apache),38718,Audiovox,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.121231559,0.024088388,0.019396552,0.244068652
Cingular 8100 (HTC Wizard 100),1/01/2006,2006,669,61,Cingular 8100 (HTC Wizard 100),38718,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.010641715,0.009913793,0.337708228
Cingular 8125 (HTC Wizard 110),1/01/2006,2006,670,61,Cingular 8125 (HTC Wizard 110),38718,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.007686872,0.008405172,0.345784957
Dopod 838 (HTC Wizard 110),1/01/2006,2006,675,61,Dopod 838 (HTC Wizard 110),38718,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023275862,0.254164563
HTC P4300 (HTC Wizard 110),1/01/2006,2006,676,61,HTC P4300 (HTC Wizard 110),38718,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023275862,0.254164563
Typhoon MyGuide 3210 GO,1/01/2006,2006,687,61,Typhoon MyGuide 3210 GO,38718,Audiovox,0.031220435,0.008388246,0.149612223,0.129496403,0.089430894,0.103174603,0.009226997,0.275579809,0.086065574,0.023717934,0.089159718,0.022782262,0.028017241,0.17617365
Typhoon MyGuide 4320 GO,1/01/2006,2006,688,61,Typhoon MyGuide 4320 GO,38718,Audiovox,0.031220435,0.000523305,0.199635034,0.165467626,0.154471545,0.119047619,0.01838947,0.181446112,0.340163934,0.061721423,0.085952534,0.030790313,0.033405172,0.234729934
Typhoon MyGuide 7000 XL,1/01/2006,2006,689,61,Typhoon MyGuide 7000 XL,38718,Audiovox,0.031220435,0.001047635,0.207638683,0.129496403,0.089430894,0.103174603,0.009226997,0.312414734,0.092213115,0.028808736,0.069916613,0.022054258,0.028017241,0.17617365
Typhoon MyGuide 7500 XL,1/01/2006,2006,690,61,Typhoon MyGuide 7500 XL,38718,Audiovox,0.031220435,0.008388246,0.207638683,0.129496403,0.056910569,0.142857143,0.008130081,0.297680764,0.094262295,0.028060072,0.075048108,0.022289789,0.023706897,0.17617365
Typhoon MyPhone M500,1/01/2006,2006,691,61,Typhoon MyPhone M500,38718,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.147885402,0.256967213,0.0380017,0.101988454,0.022503908,0.023706897,0.244068652
UTStarcom PPC6700 (HTC Apache),1/01/2006,2006,692,61,UTStarcom PPC6700 (HTC Apache),38718,Audiovox,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.241803279,0.034637577,0.114817191,0.023296148,0.027155172,0.244068652
CyberBank POZ G300 (HTC Galaxy 100),1/02/2006,2006,696,61,CyberBank POZ G300 (HTC Galaxy 100),38749,Audiovox,0.031220435,0.002096294,0.149612223,0.079136691,0.056910569,0.142857143,0.008130081,0.144338336,0.248770492,0.035907119,0.073765234,0.026143931,0.031034483,0.17617365
Grundig GR980 (HTC Universal),1/02/2006,2006,699,61,Grundig GR980 (HTC Universal),38749,Audiovox,0.031220435,0.002096294,0.259662406,0.136690647,0.219512195,0.222222222,0.048780488,0.203274216,0.322540984,0.065564266,0.121231559,0.045928527,0.048491379,0.448510853
Typhoon MyGuide 7500,1/02/2006,2006,711,61,Typhoon MyGuide 7500,38749,Audiovox,0.031220435,0.008388246,0.149612223,0.129496403,0.056910569,0.142857143,0.008130081,0.297680764,0.094262295,0.028060072,0.075048108,0.022289789,0.023706897,0.17617365
Cingular 2125 / 2100 (HTC Faraday),1/03/2006,2006,714,61,Cingular 2125 / 2100 (HTC Faraday),38777,Audiovox,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.274590164,0.029744146,0.073123797,0.00552427,0.017887931,0.463149924
Qtek A9100 (HTC Wizard 110),1/03/2006,2006,724,61,Qtek A9100 (HTC Wizard 110),38777,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023275862,0.254164563
Qtek S200 (HTC Prophet),1/03/2006,2006,725,61,Qtek S200 (HTC Prophet),38777,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.144065484,0.245081967,0.035307852,0.078896729,0.015973278,0.018965517,0.244068652
Swisscom XPA v1240 (HTC Tornado Noble),1/03/2006,2006,727,61,Swisscom XPA v1240 (HTC Tornado Noble),38777,Audiovox,0.015594958,0.002096294,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239918033,0.025988393,0.073123797,0.009164294,0.009913793,0.337708228
Typhoon MyGuide 3610 GO,1/03/2006,2006,730,61,Typhoon MyGuide 3610 GO,38777,Audiovox,0.031220435,0.000523305,0.132604468,0.129496403,0.089430894,0.103174603,0.009226997,0.339699864,0.102459016,0.034805314,0.076330981,0.027921119,0.019396552,0.17617365
Dopod 710 / StrTrk S300 (HTC Startrek 160),1/05/2006,2006,740,61,Dopod 710 / StrTrk S300 (HTC Startrek 160),38838,Audiovox,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.122510232,0.202868852,0.02485351,0.062219371,0.007686872,0.008405172,0.345784957
Swisscom XPA S200 (HTC Prophet),1/05/2006,2006,757,61,Swisscom XPA S200 (HTC Prophet),38838,Audiovox,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.144065484,0.245081967,0.035307852,0.078896729,0.015973278,0.018965517,0.244068652
Typhoon MyGuide Smartphone SP 700,1/05/2006,2006,759,61,Typhoon MyGuide Smartphone SP 700,38838,Audiovox,0.031220435,0.001047635,0.103591238,0.035971223,0.056910569,0.142857143,0.008130081,0.107776262,0.25,0.026944066,0.063502245,0.007900991,0.006465517,0.345784957
HTC TyTN P4500 (HTC Hermes 200),1/06/2006,2006,767,61,HTC TyTN P4500 (HTC Hermes 200),38869,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
Typhoon MyGuide Pocket Star,1/06/2006,2006,776,61,Typhoon MyGuide Pocket Star,38869,Audiovox,0.031220435,0.031878203,0.149612223,0.035971223,0.089430894,0.103174603,0.009226997,0.249658936,0,0,0.101988454,0.013168319,0.00862069,0.337708228
Dopod 595 (HTC Breeze 160),1/07/2006,2007,781,61,Dopod 595 (HTC Breeze 160),38899,Audiovox,0.031220435,0.002096294,0.149612223,0.035971223,0.056910569,0.142857143,0.008130081,0.115961801,0.259836066,0.030131058,0.055805003,0.008008051,0.011853448,0.345784957
Dopod CHT 9000 (HTC Hermes 200),1/07/2006,2007,782,61,Dopod CHT 9000 (HTC Hermes 200),38899,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
HTC MTeoR (HTC Breeze 100),1/07/2006,2007,783,61,HTC MTeoR (HTC Breeze 100),38899,Audiovox,0.031220435,0.002096294,0.149612223,0.035971223,0.056910569,0.142857143,0.008130081,0.115961801,0.259836066,0.030131058,0.055805003,0.008008051,0.011853448,0.345784957
Mobile Compia M3 Green MC-6410,1/07/2006,2007,785,61,Mobile Compia M3 Green MC-6410,38899,Audiovox,0.062471389,0.001047635,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.196725784,0.454918033,0.089494107,0.166132136,0.07671884,0.040948276,0.17617365
Qtek 8500 (HTC Startrek 160),1/07/2006,2007,789,61,Qtek 8500 (HTC Startrek 160),38899,Audiovox,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.122510232,0.202868852,0.02485351,0.062219371,0.007686872,0.008405172,0.345784957
Swisscom XPA v1605 (HTC Hermes 200),1/07/2006,2007,793,61,Swisscom XPA v1605 (HTC Hermes 200),38899,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
Typhoon MyGuide 3000,1/07/2006,2007,795,61,Typhoon MyGuide 3000,38899,Audiovox,0.031220435,0.000523305,0.199635034,0.129496403,0.089430894,0.103174603,0.009226997,0.249658936,0,0,0.101988454,0.013168319,0.019396552,0.17617365
Dopod 838 Pro (HTC Hermes 100),1/08/2006,2007,796,61,Dopod 838 Pro (HTC Hermes 100),38930,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
HTC S411 (HTC Startrek 160),1/08/2006,2007,800,61,HTC S411 (HTC Startrek 160),38930,Audiovox,0.031220435,0.001047635,0.100089641,0.035971223,0.056910569,0.142857143,0.008130081,0.122510232,0.202868852,0.02485351,0.062219371,0.007686872,0.009698276,0.345784957
Swisscom XPA v1405 (HTC Breeze 100),1/08/2006,2007,815,61,Swisscom XPA v1405 (HTC Breeze 100),38930,Audiovox,0.031220435,0.002096294,0.149612223,0.035971223,0.056910569,0.142857143,0.008130081,0.115961801,0.259836066,0.030131058,0.055805003,0.008008051,0.011853448,0.345784957
Typhoon SilverGuide 5000,1/08/2006,2007,817,61,Typhoon SilverGuide 5000,38930,Audiovox,0.031220435,0.008388246,0.145610398,0.129496403,0.089430894,0.103174603,0.009226997,0.275579809,0.086065574,0.023717934,0.089159718,0.022782262,0.028017241,0.17617365
Cingular 3125 (HTC Startrek 100),1/09/2006,2007,821,61,Cingular 3125 (HTC Startrek 100),38961,Audiovox,0.031220435,0.002096294,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.122510232,0.202868852,0.02485351,0.062219371,0.008414877,0.009482759,0.249116608
HTC P3600 (HTC Trinity 100),1/09/2006,2007,826,61,HTC P3600 (HTC Trinity 100),38961,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.241803279,0.034109767,0.078896729,0.015330921,0.017887931,0.254164563
HTC S310 (HTC Oxygen),1/09/2006,2007,827,61,HTC S310 (HTC Oxygen),38961,Audiovox,0.031220435,0.001047635,0.100089641,0.021582734,0.030894309,0.093253968,0.002881017,0.110504775,0.241803279,0.026720417,0.079538165,0.010663127,0.009698276,0.24204947
HTC P3300 (HTC Artemis 100),1/10/2006,2007,853,61,HTC P3300 (HTC Artemis 100),38991,Audiovox,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.06863374,0.013082671,0.014439655,0.254164563
HTC S620 (HTC Excalibur 100),1/10/2006,2007,854,61,HTC S620 (HTC Excalibur 100),38991,Audiovox,0.031220435,0.002096294,0.100089641,0.050359712,0.089430894,0.103174603,0.009226997,0.152796726,0.256147541,0.039138506,0.042976267,0.009656767,0.012715517,0.300100959
Lobster 700 TV (HTC Monet),1/10/2006,2007,857,61,Lobster 700 TV (HTC Monet),38991,Audiovox,0.031220435,0.002096294,0.100089641,0.035971223,0.089430894,0.103174603,0.009226997,0.140518417,0.254918033,0.035820678,0.113534317,0.023424619,0.017241379,0.345784957
Mobile Compia M3 Green MC-6510,1/10/2006,2007,859,61,Mobile Compia M3 Green MC-6510,38991,Audiovox,0.062471389,0.001047635,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.196725784,0.454918033,0.089494107,0.166132136,0.07671884,0.040948276,0.17617365
Mobile Compia M3 Green MC-6520,1/10/2006,2007,860,61,Mobile Compia M3 Green MC-6520,38991,Audiovox,0.062471389,0.001047635,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.196725784,0.454918033,0.089494107,0.166132136,0.07671884,0.040948276,0.17617365
Mobile Compia M3 Green MC-6530,1/10/2006,2007,861,61,Mobile Compia M3 Green MC-6530,38991,Audiovox,0.062471389,0.001047635,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.196725784,0.454918033,0.089494107,0.166132136,0.07671884,0.040948276,0.17617365
Cingular 8525 (HTC Hermes 100),1/11/2006,2007,870,61,Cingular 8525 (HTC Hermes 100),39022,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.022354024,0.02262931,0.254164563
Dopod 310 (HTC Oxygen),1/11/2006,2007,871,61,Dopod 310 (HTC Oxygen),39022,Audiovox,0.031220435,0.001047635,0.100089641,0.021582734,0.030894309,0.093253968,0.002881017,0.110504775,0.241803279,0.026720417,0.079538165,0.010663127,0.009698276,0.24204947
Mobile Compia M7,1/11/2006,2007,878,61,Mobile Compia M7,39022,Audiovox,0.031220435,0.002096294,0.259662406,0.129496403,0.089430894,0.103174603,0.009226997,0.386084584,0.110655738,0.042722475,0.067350866,0.03053337,0.031681034,0.17617365
Dopod C720W (HTC Excalibur 100),1/12/2006,2007,891,61,Dopod C720W (HTC Excalibur 100),39052,Audiovox,0.031220435,0.002096294,0.100089641,0.050359712,0.089430894,0.103174603,0.009226997,0.152796726,0.256147541,0.039138506,0.042976267,0.009656767,0.012715517,0.300100959
Dopod C800 / C858 (HTC Herald 100),1/12/2006,2007,892,61,Dopod C800 / C858 (HTC Herald 100),39052,Audiovox,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.245901639,0.035224655,0.069916613,0.013960559,0.023275862,0.254164563
Dopod D810 (HTC Trinity 100),1/12/2006,2007,893,61,Dopod D810 (HTC Trinity 100),39052,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.241803279,0.034109767,0.078896729,0.015330921,0.017887931,0.254164563
Dopod P800 (HTC Artemis 110),1/12/2006,2007,894,61,Dopod P800 (HTC Artemis 110),39052,Audiovox,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.06863374,0.013082671,0.014439655,0.254164563
Dopod P800W (HTC Artemis 100),1/12/2006,2007,895,61,Dopod P800W (HTC Artemis 100),39052,Audiovox,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.06863374,0.013082671,0.014439655,0.254164563
HTC P4350 (HTC Herald 100),1/12/2006,2007,899,61,HTC P4350 (HTC Herald 100),39052,Audiovox,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.245901639,0.035224655,0.069916613,0.013960559,0.023706897,0.254164563
Dopod CHT 9100 (HTC Trinity 100),1/01/2007,2007,921,61,Dopod CHT 9100 (HTC Trinity 100),39083,Audiovox,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.241803279,0.034109767,0.078896729,0.015330921,0.017887931,0.254164563
